id,host_id,neighborhood_group,neighborhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,total_host_listings,availability_365,reviews_in_last_yr
28181827,57024509,Brooklyn,Bushwick,40.69506,-73.90788,Entire home/apt,135,4,11,1,0,0
28339747,213111794,Queens,Springfield Gardens,40.66533,-73.75701,Private room,180,30,1,3,0,0
28340136,213111794,Queens,Laurelton,40.67925,-73.74827,Private room,180,30,4,3,0,0
28340434,213111794,Queens,Springfield Gardens,40.6633,-73.75727,Private room,180,30,3,3,0,0
28340606,696141,Manhattan,Financial District,40.70588,-74.0078,Private room,129,30,4,1,0,0
28343300,4492236,Brooklyn,Williamsburg,40.7063,-73.94738,Entire home/apt,150,30,1,2,0,0
28433202,147762665,Bronx,Wakefield,40.88825,-73.85908,Private room,59,1,58,7,364,16
28184001,212160752,Queens,Astoria,40.76902,-73.92191,Private room,68,30,24,1,55,2
28436441,150142253,Queens,Ditmars Steinway,40.76984,-73.91134,Entire home/apt,80,30,7,1,0,0
28437669,3964276,Manhattan,East Village,40.72602,-73.98801,Entire home/apt,285,30,6,1,0,0
28184199,212871974,Brooklyn,Prospect-Lefferts Gardens,40.65985,-73.94791,Private room,100,3,3,1,0,1
28438004,214683117,Manhattan,Harlem,40.81318,-73.95119,Entire home/apt,332,2,2,1,0,0
28438216,214347105,Manhattan,Midtown,40.7534,-73.96617,Entire home/apt,759,3,14,7,360,6
28438408,18007776,Brooklyn,Prospect-Lefferts Gardens,40.65553,-73.95574,Private room,40,3,13,1,0,0
28438751,10164435,Queens,Astoria,40.75708,-73.92599,Private room,64,1,196,5,45,64
28344992,76479685,Manhattan,Washington Heights,40.83495,-73.94018,Entire home/apt,149,30,70,1,246,0
28346019,43044876,Queens,Elmhurst,40.74503,-73.87131,Private room,20,30,2,5,0,0
28346829,143052745,Bronx,Mott Haven,40.80964,-73.92174,Private room,59,1,129,5,227,50
28358001,11026665,Brooklyn,Williamsburg,40.71454,-73.96169,Entire home/apt,400,3,22,1,0,3
28185576,7028737,Queens,Ditmars Steinway,40.77443,-73.91462,Private room,150,30,2,2,365,0
28359897,207808113,Queens,East Elmhurst,40.76017,-73.88227,Entire home/apt,150,30,139,1,34,0
28188131,28840396,Manhattan,East Harlem,40.79841,-73.93463,Private room,86,5,58,1,11,30
28195740,212898110,Brooklyn,Sunset Park,40.66538,-73.99355,Entire home/apt,130,30,17,1,0,0
28450441,56420582,Manhattan,Upper West Side,40.79699,-73.9632,Private room,89,2,44,1,132,10
28196106,1512565,Manhattan,East Harlem,40.78766,-73.95476,Private room,150,30,33,2,38,0
28454118,29452152,Brooklyn,Williamsburg,40.70934,-73.95683,Entire home/apt,140,30,6,1,0,0
28459635,3771945,Brooklyn,Bedford-Stuyvesant,40.69644,-73.93516,Private room,60,30,3,1,0,0
28461316,82736848,Manhattan,Morningside Heights,40.81061,-73.96492,Entire home/apt,250,30,2,1,0,0
28360016,2298141,Queens,Jamaica,40.68072,-73.77932,Entire home/apt,85,30,76,1,0,0
28360654,55718379,Manhattan,Hell's Kitchen,40.76389,-73.98873,Entire home/apt,179,30,0,2,0,0
28361483,214135354,Manhattan,Upper East Side,40.77513,-73.95399,Private room,96,1,31,3,277,11
28660068,216235179,Brooklyn,Bushwick,40.70048,-73.91977,Private room,57,35,2,4,259,1
28663593,216091157,Brooklyn,Williamsburg,40.7214,-73.95391,Entire home/apt,240,30,5,1,0,0
28664899,216277741,Manhattan,Greenwich Village,40.73079,-73.99282,Entire home/apt,200,1,39,1,0,25
28667823,4440548,Brooklyn,Williamsburg,40.71715,-73.94666,Private room,77,3,37,2,184,15
28668546,65511189,Brooklyn,East Flatbush,40.65263,-73.94349,Private room,43,30,18,1,271,0
28462811,214859918,Bronx,Concourse,40.82372,-73.92623,Private room,79,1,162,1,172,47
28670390,26377263,Brooklyn,East Flatbush,40.65247,-73.93629,Private room,65,6,0,53,82,0
28671495,26377263,Brooklyn,East Flatbush,40.65399,-73.93633,Private room,60,6,2,53,231,1
28680576,216375039,Manhattan,East Harlem,40.79346,-73.9344,Private room,87,1,170,2,64,58
28463327,214863971,Brooklyn,Flatlands,40.61973,-73.92633,Private room,35,30,42,2,35,2
28466730,214888995,Bronx,Belmont,40.85431,-73.88679,Private room,71,2,110,1,327,24
28483571,153988027,Queens,Woodside,40.74121,-73.89965,Entire home/apt,230,4,83,6,312,21
28364513,206459807,Brooklyn,Cypress Hills,40.68302,-73.88035,Entire home/apt,119,3,45,1,43,0
28366887,170810121,Queens,Jamaica,40.68048,-73.79305,Private room,90,1,24,2,125,9
28367520,214171931,Queens,St. Albans,40.69742,-73.77689,Private room,50,1,216,3,99,18
28368678,6770631,Brooklyn,Boerum Hill,40.68624,-73.98586,Private room,121,2,151,3,17,49
28680995,208610094,Brooklyn,Flatlands,40.62976,-73.92427,Private room,46,1,85,2,326,42
28369307,4128972,Manhattan,East Harlem,40.79321,-73.94637,Private room,90,1,56,1,0,0
28369552,6770631,Brooklyn,Boerum Hill,40.68624,-73.98586,Private room,239,2,30,3,15,15
28369648,19303369,Queens,Elmhurst,40.74489,-73.87291,Private room,33,30,1,175,0,0
28682647,216392786,Brooklyn,Bushwick,40.69669,-73.9297,Private room,75,30,61,1,46,1
28684892,107434423,Manhattan,Tribeca,40.71579,-74.00587,Entire home/apt,305,31,0,453,335,0
28690074,214135354,Manhattan,Upper East Side,40.77703,-73.95106,Private room,110,1,213,3,305,58
28692232,216456504,Bronx,Edenwald,40.89216,-73.84247,Private room,90,2,92,3,363,8
28489062,20104851,Brooklyn,Park Slope,40.66588,-73.97945,Entire home/apt,299,5,87,1,19,28
28692626,23370431,Queens,Hollis,40.7166,-73.75841,Private room,55,3,26,2,0,0
28379264,93294060,Brooklyn,Bedford-Stuyvesant,40.69243,-73.94843,Entire home/apt,144,2,148,1,11,39
28697997,26377263,Brooklyn,East Flatbush,40.65263,-73.93608,Private room,60,6,4,53,312,2
28699232,26377263,Brooklyn,East Flatbush,40.65421,-73.93796,Private room,65,6,3,53,231,2
28699654,26377263,Brooklyn,East Flatbush,40.65428,-73.93636,Private room,65,6,1,53,152,1
28699887,44338944,Brooklyn,Sunset Park,40.64366,-74.02152,Entire home/apt,97,24,6,1,218,2
28385105,49804236,Queens,Long Island City,40.74753,-73.92138,Entire home/apt,127,30,15,1,223,7
28387362,22685487,Queens,Elmhurst,40.72841,-73.8818,Private room,50,30,4,2,0,0
28389715,203564743,Queens,Long Island City,40.75503,-73.93505,Private room,98,4,80,1,259,13
28490526,39477098,Brooklyn,Crown Heights,40.67413,-73.94875,Entire home/apt,375,3,122,1,79,37
28491645,114249746,Queens,Woodside,40.75053,-73.90108,Private room,41,30,55,1,0,0
28493404,117027456,Brooklyn,East New York,40.66946,-73.88289,Entire home/apt,79,30,57,1,102,3
28494807,5970733,Manhattan,Upper West Side,40.77749,-73.98407,Shared room,84,30,23,1,134,0
28497028,9130040,Brooklyn,East Flatbush,40.66141,-73.9343,Private room,159,1,10,6,365,1
28500619,215127571,Brooklyn,Williamsburg,40.71767,-73.95329,Entire home/apt,305,7,55,1,43,14
28505925,21142803,Brooklyn,Gowanus,40.68373,-73.98719,Entire home/apt,183,6,4,1,0,4
28703204,216519008,Manhattan,Chelsea,40.74194,-74.00606,Private room,99,30,3,1,0,0
28506359,215161436,Manhattan,Upper West Side,40.8001,-73.96052,Entire home/apt,345,30,37,1,364,0
28389772,214332639,Queens,Ditmars Steinway,40.78247,-73.91362,Entire home/apt,90,1,47,1,0,0
28711792,865148,Manhattan,East Village,40.72967,-73.97973,Private room,120,2,98,1,103,28
28713390,216586341,Brooklyn,Crown Heights,40.67092,-73.94985,Entire home/apt,50,30,3,1,0,0
28390400,2907609,Brooklyn,Williamsburg,40.71583,-73.95042,Private room,60,30,0,1,0,0
28391441,214347105,Manhattan,Midtown,40.7534,-73.96617,Entire home/apt,413,3,46,7,271,19
28391512,185889529,Queens,St. Albans,40.70094,-73.75531,Private room,69,3,110,4,362,11
28506595,8834412,Bronx,Longwood,40.81276,-73.90272,Private room,100,3,0,1,0,0
28513774,108249932,Brooklyn,East New York,40.67559,-73.89027,Entire home/apt,168,3,121,3,286,40
28514974,12715154,Brooklyn,Greenpoint,40.72106,-73.94702,Private room,95,4,5,2,0,0
28713500,173685298,Manhattan,Midtown,40.75591,-73.97157,Hotel room,422,1,23,7,351,6
28517278,215239210,Brooklyn,Williamsburg,40.7143,-73.94394,Entire home/apt,120,4,28,1,0,1
28518077,47595754,Manhattan,Washington Heights,40.84398,-73.93749,Private room,75,30,10,1,30,0
28406990,214464499,Manhattan,Financial District,40.70581,-74.00975,Entire home/apt,120,30,9,1,0,0
28408938,17760140,Brooklyn,Williamsburg,40.71749,-73.95529,Entire home/apt,195,6,11,1,10,4
28715332,39243102,Manhattan,SoHo,40.72054,-74.00198,Entire home/apt,885,2,59,1,254,41
28519623,215257373,Brooklyn,Williamsburg,40.7165,-73.93957,Private room,60,30,126,1,0,0
28715589,38579823,Manhattan,Chelsea,40.75125,-73.9957,Private room,125,30,16,1,0,0
28408961,214480354,Manhattan,Upper West Side,40.80099,-73.96113,Private room,109,30,2,1,0,0
28411594,22685487,Queens,Elmhurst,40.72841,-73.88205,Private room,50,30,3,2,0,0
28716187,216611306,Queens,Briarwood,40.71335,-73.81022,Private room,50,30,15,1,0,0
28519821,214184351,Brooklyn,Bushwick,40.69715,-73.9131,Private room,60,30,3,1,365,0
28719621,179387847,Brooklyn,Crown Heights,40.67702,-73.92377,Entire home/apt,145,4,8,1,101,4
28520183,1755123,Brooklyn,Williamsburg,40.71473,-73.95489,Entire home/apt,300,4,58,1,171,38
28721676,272775635,Manhattan,Hell's Kitchen,40.7597,-73.98957,Private room,116,2,20,6,1,16
28721911,156505456,Brooklyn,East New York,40.66565,-73.87373,Private room,71,2,12,32,355,3
28722807,3017533,Brooklyn,Sunset Park,40.66468,-73.9955,Entire home/apt,164,30,57,1,0,0
28730126,13092234,Manhattan,West Village,40.73261,-74.00895,Private room,215,30,0,1,0,0
28412322,20161085,Queens,St. Albans,40.68751,-73.76205,Private room,97,5,92,4,126,14
28417682,58234433,Queens,Sunnyside,40.73695,-73.91876,Private room,62,1,45,6,351,24
28730408,171433016,Brooklyn,Clinton Hill,40.68437,-73.96584,Entire home/apt,275,5,104,1,33,30
28730581,188212054,Brooklyn,Bay Ridge,40.62203,-74.02396,Entire home/apt,178,3,56,3,62,14
28901091,171212377,Brooklyn,Fort Greene,40.68844,-73.97865,Entire home/apt,255,3,137,1,175,34
28521841,120378725,Manhattan,Kips Bay,40.73997,-73.9803,Entire home/apt,109,30,2,1,0,0
28522394,215277711,Bronx,Van Nest,40.84053,-73.86985,Entire home/apt,300,1,0,1,365,0
28731208,2260289,Brooklyn,Flatbush,40.63906,-73.96532,Entire home/apt,185,30,4,1,0,0
28733777,214119114,Manhattan,East Harlem,40.78594,-73.94551,Private room,75,30,0,1,0,0
28526676,28740462,Brooklyn,Borough Park,40.64396,-73.99293,Private room,36,30,75,1,0,0
28532378,156505456,Brooklyn,East New York,40.66643,-73.87546,Private room,184,2,28,32,173,6
28901111,209768607,Brooklyn,Bensonhurst,40.61228,-74.00691,Entire home/apt,80,30,0,1,0,0
28908658,204704622,Queens,Elmhurst,40.74004,-73.87755,Private room,29,30,2,157,0,0
28734298,6137695,Brooklyn,Bedford-Stuyvesant,40.68482213400332,-73.95303164529916,Entire home/apt,200,2,0,1,339,0
28910248,217844544,Brooklyn,Bushwick,40.69236,-73.92596,Private room,125,5,235,2,225,54
28910899,153154549,Manhattan,Nolita,40.72314,-73.99321,Private room,140,30,2,1,0,0
28911830,191085997,Bronx,Pelham Bay,40.85587,-73.83041,Entire home/apt,450,3,2,3,310,0
28911924,40245658,Manhattan,Hell's Kitchen,40.76191,-73.98911,Private room,142,2,92,2,172,28
28912358,41062475,Manhattan,Upper East Side,40.76258,-73.9604,Private room,119,2,63,1,289,42
28534405,2891643,Manhattan,Harlem,40.82193,-73.94449,Private room,50,30,0,1,0,0
28536037,19303369,Queens,Woodside,40.74481,-73.90439,Private room,47,30,1,175,0,0
28536219,3690070,Brooklyn,Prospect Heights,40.68013,-73.96754,Entire home/apt,96,30,8,1,0,0
28538516,156064588,Brooklyn,Crown Heights,40.67482,-73.91139,Private room,41,1,11,1,0,0
28539464,214347105,Manhattan,Midtown,40.7534,-73.96617,Entire home/apt,761,3,18,7,359,5
28736904,4443863,Manhattan,Hell's Kitchen,40.76456,-73.98939,Entire home/apt,355,3,289,1,165,77
28559951,67395042,Manhattan,Harlem,40.82269,-73.94142,Private room,66,1,89,2,0,0
28560837,92523072,Queens,Rockaway Beach,40.59007,-73.81407,Entire home/apt,165,3,170,1,106,43
28912768,10448306,Brooklyn,Williamsburg,40.71749,-73.95374,Entire home/apt,175,30,5,1,0,0
28751496,36391065,Queens,Astoria,40.76089,-73.92046,Entire home/apt,120,30,11,1,0,0
28913606,49128620,Manhattan,Midtown,40.75322,-73.97186,Private room,175,3,11,2,16,6
28931117,13027278,Manhattan,Hell's Kitchen,40.75789,-73.99403,Entire home/apt,140,30,3,1,0,0
28561195,10410631,Brooklyn,Brooklyn Heights,40.69686,-73.99636,Entire home/apt,200,30,1,1,0,0
28561620,26045887,Manhattan,Murray Hill,40.74824,-73.97472,Private room,100,30,44,2,0,0
28754650,216891728,Manhattan,Chelsea,40.74457,-73.99588,Entire home/apt,140,32,32,1,0,0
28561904,1119058,Brooklyn,Bushwick,40.70296,-73.9267,Entire home/apt,180,30,37,1,2,5
28932466,146821560,Manhattan,Harlem,40.82295,-73.94977,Private room,120,30,9,1,83,0
28936557,70394670,Manhattan,Harlem,40.82432,-73.93939,Private room,93,30,16,1,0,0
28936795,200239515,Queens,Woodside,40.7446,-73.89291,Private room,39,30,4,158,0,1
28937377,5162192,Manhattan,Upper West Side,40.79863,-73.96085,Entire home/apt,100,30,2,20,72,1
28938342,217844544,Brooklyn,Bushwick,40.69233,-73.9244,Private room,95,5,190,2,258,56
28757780,216917414,Manhattan,Washington Heights,40.85012,-73.94081,Private room,56,31,12,2,0,0
28565170,48303314,Queens,Woodside,40.74899,-73.90968,Private room,40,2,46,1,0,0
28567040,203266238,Bronx,Morris Park,40.8522,-73.85009,Private room,55,15,4,6,249,4
28574888,15617507,Bronx,Morris Park,40.85025,-73.86089,Entire home/apt,80,3,85,6,290,30
28578651,1521811,Brooklyn,Greenpoint,40.72539,-73.95155,Private room,53,45,2,1,6,0
28757927,64898741,Queens,Long Island City,40.75882,-73.9297,Private room,250,30,7,2,0,0
28581130,18887576,Brooklyn,Williamsburg,40.70438,-73.93654,Entire home/apt,199,30,4,1,0,0
28940025,2780938,Bronx,City Island,40.84825,-73.79012,Entire home/apt,96,2,54,1,353,9
28760070,7365834,Brooklyn,Sheepshead Bay,40.5841,-73.95735,Entire home/apt,111,30,4,5,335,2
28760189,3094662,Brooklyn,Fort Hamilton,40.62277,-74.03194,Private room,85,1,28,1,34,0
28940279,40742174,Brooklyn,Williamsburg,40.71122,-73.95769,Entire home/apt,250,30,1,1,0,0
28940952,8518665,Brooklyn,Bedford-Stuyvesant,40.69216,-73.95845,Private room,90,21,120,2,3,9
28583186,2646237,Brooklyn,Bedford-Stuyvesant,40.69057,-73.92781,Entire home/apt,161,4,76,1,101,25
28584877,92733485,Brooklyn,Downtown Brooklyn,40.69062,-73.99009,Private room,75,30,5,1,0,0
28760750,216943992,Manhattan,Hell's Kitchen,40.75763,-73.98968,Private room,200,30,0,1,0,0
28585982,102180676,Brooklyn,Greenpoint,40.72378,-73.93832,Private room,150,30,0,1,0,0
28941589,42226482,Bronx,Williamsbridge,40.87816,-73.86414,Entire home/apt,290,30,0,1,0,0
28941614,8518665,Brooklyn,Bedford-Stuyvesant,40.69171,-73.9587,Private room,89,2,95,2,3,8
28950019,43044876,Queens,Elmhurst,40.73538,-73.87935,Private room,30,28,2,5,0,0
28952183,19899115,Brooklyn,Crown Heights,40.67554,-73.9527,Private room,50,30,6,2,0,0
28762323,2300366,Brooklyn,Williamsburg,40.70989,-73.94212,Entire home/apt,224,2,25,1,0,16
28763093,27815282,Manhattan,Theater District,40.7621,-73.98446,Entire home/apt,100,30,10,1,0,0
28778214,148152874,Manhattan,East Harlem,40.80008,-73.93762,Entire home/apt,135,14,17,1,45,1
28779353,128300825,Brooklyn,Bushwick,40.69401,-73.92842,Private room,68,25,103,3,127,8
28952972,91757655,Manhattan,Midtown,40.76419,-73.98048,Private room,629,3,5,1,350,2
28959854,16851857,Bronx,Wakefield,40.89399,-73.85224,Entire home/apt,95,5,26,10,352,10
28779900,216304678,Brooklyn,East Flatbush,40.65376,-73.94161,Private room,46,30,13,4,272,1
28961919,218301609,Queens,Hollis,40.70753,-73.7673,Private room,80,5,15,1,163,3
28963068,218311373,Bronx,Port Morris,40.80912,-73.93095,Entire home/apt,86,1,213,1,287,37
28964081,216586866,Manhattan,Chelsea,40.74351,-73.9974,Entire home/apt,200,30,1,2,0,0
28964397,216586866,Manhattan,Chelsea,40.74375,-73.99887,Private room,116,30,15,2,0,0
28965064,1093167,Brooklyn,Prospect Heights,40.6793,-73.96512,Entire home/apt,179,1,3,1,0,0
28965609,96479013,Brooklyn,Bedford-Stuyvesant,40.69381,-73.94767,Entire home/apt,205,8,35,2,21,12
28587071,215759678,Queens,Jamaica Estates,40.721,-73.79767,Private room,46,5,95,12,305,21
28600360,36383387,Queens,Far Rockaway,40.60103,-73.75244,Entire home/apt,77,1,117,2,351,24
28782669,216411482,Queens,East Elmhurst,40.76339,-73.88675,Private room,40,30,44,1,0,0
28602842,215869827,Manhattan,East Village,40.73201,-73.98728,Entire home/apt,499,30,0,1,178,0
28606263,22154340,Brooklyn,Fort Greene,40.68951,-73.97382,Entire home/apt,185,30,1,1,0,0
28966707,142059543,Brooklyn,Williamsburg,40.71872,-73.94377,Private room,70,30,6,1,330,0
28972637,2802223,Manhattan,Harlem,40.82938,-73.93846,Entire home/apt,111,30,4,1,0,0
28782697,215488365,Brooklyn,Crown Heights,40.67628,-73.9292,Private room,71,1,13,5,302,13
28976484,46220101,Brooklyn,Williamsburg,40.71213980557101,-73.9610444606683,Private room,151,3,2,1,196,2
28978328,43531190,Manhattan,East Harlem,40.79602,-73.93865,Private room,45,240,0,1,0,0
28979690,218428676,Manhattan,Washington Heights,40.83964,-73.94287,Private room,125,30,0,1,0,0
28606376,215897007,Manhattan,Kips Bay,40.744,-73.97511,Private room,480,30,16,1,365,0
28607153,19303369,Queens,Jackson Heights,40.74908,-73.8938,Entire home/apt,35,1,4,175,0,0
28608920,141300,Manhattan,Upper West Side,40.78684,-73.9706,Entire home/apt,190,30,23,1,15,1
28784319,176406553,Queens,Jackson Heights,40.74818,-73.88576,Private room,80,30,0,1,0,0
28784880,65671256,Queens,East Elmhurst,40.75791,-73.8601,Entire home/apt,113,1,270,4,9,87
28785091,216304678,Brooklyn,East Flatbush,40.65405,-73.94332,Private room,85,30,2,4,362,1
28785361,214347105,Manhattan,Midtown,40.7534,-73.96617,Entire home/apt,641,3,21,7,360,4
28786315,216304678,Brooklyn,East Flatbush,40.65245,-73.94206,Private room,47,30,15,4,345,1
28786900,216304678,Brooklyn,East Flatbush,40.65239,-73.94354,Private room,65,30,3,4,341,1
28801976,1171704,Brooklyn,Williamsburg,40.70425,-73.93417,Entire home/apt,215,2,67,1,312,20
28609762,135150441,Brooklyn,Bedford-Stuyvesant,40.68838,-73.94467,Private room,75,30,1,1,0,0
28985708,218474205,Manhattan,Nolita,40.72137,-73.99477,Entire home/apt,170,2,48,1,0,0
28803718,62776991,Brooklyn,Sunset Park,40.66366,-73.99451,Private room,65,30,7,1,0,0
28809045,46857976,Manhattan,Financial District,40.71023,-74.00735,Private room,75,30,0,1,0,0
28811035,217293060,Manhattan,Greenwich Village,40.73271,-73.99617,Entire home/apt,150,90,0,3,0,0
28985951,140671636,Brooklyn,Bedford-Stuyvesant,40.68281,-73.94969,Private room,40,2,5,1,0,0
28986683,137358866,Queens,Astoria,40.76845,-73.9224,Private room,81,30,6,111,339,3
28986807,137358866,Queens,Astoria,40.76834,-73.9242,Private room,79,30,4,111,326,1
28811363,42561290,Brooklyn,East New York,40.6631,-73.86601,Private room,38,3,21,3,349,10
28812837,21376165,Brooklyn,Flatbush,40.63879,-73.96578,Entire home/apt,150,30,1,1,0,0
28817364,107516522,Queens,Woodside,40.74534,-73.90923,Entire home/apt,151,3,96,2,74,25
28987503,218458746,Queens,Woodside,40.74653,-73.90847,Private room,80,30,4,1,0,0
28989914,218505786,Manhattan,East Village,40.72264,-73.98447,Private room,130,2,44,1,0,1
28991221,11837926,Manhattan,Midtown,40.76301,-73.98005,Private room,140,7,5,2,229,4
28992518,218526982,Manhattan,Lower East Side,40.72122,-73.98829,Entire home/apt,175,30,11,2,0,0
29008272,43194941,Queens,Astoria,40.76551,-73.91267,Private room,80,28,16,2,41,0
29008767,35594087,Brooklyn,Fort Greene,40.68464,-73.97519,Entire home/apt,217,5,47,1,262,8
29012259,8925493,Brooklyn,Bedford-Stuyvesant,40.68261,-73.91058,Private room,70,30,5,2,179,1
28610383,131085087,Manhattan,Harlem,40.828121,-73.946968,Entire home/apt,170,30,10,1,67,3
28611271,150439529,Queens,Astoria,40.76656,-73.91183,Entire home/apt,75,5,41,1,0,10
28831635,46641887,Manhattan,Upper East Side,40.76696,-73.9563,Entire home/apt,97,180,6,1,0,0
28614707,20745804,Manhattan,East Village,40.72851,-73.98491,Entire home/apt,200,2,4,1,0,0
29015079,218689235,Brooklyn,Williamsburg,40.71557,-73.95039,Entire home/apt,180,30,50,1,93,7
28833807,1593922,Manhattan,Greenwich Village,40.73011,-73.99855,Entire home/apt,140,30,9,1,266,4
28834703,217432173,Brooklyn,Bedford-Stuyvesant,40.68169,-73.94342,Entire home/apt,216,2,300,1,255,87
28631715,216061803,Brooklyn,Williamsburg,40.7174,-73.95587,Entire home/apt,240,30,7,1,0,0
28632837,137358866,Queens,Astoria,40.76658,-73.92267,Private room,87,30,3,111,310,1
28835678,94395484,Manhattan,Morningside Heights,40.81487,-73.95873,Entire home/apt,110,30,5,1,0,0
28635035,88111418,Queens,St. Albans,40.69107,-73.75468,Entire home/apt,76,3,49,1,329,17
29016112,216641760,Queens,Jackson Heights,40.75337,-73.87612,Entire home/apt,128,3,133,2,311,46
28838614,73638523,Queens,Queens Village,40.72122,-73.75003,Entire home/apt,80,30,60,1,327,0
28838673,290055,Brooklyn,Bedford-Stuyvesant,40.68501,-73.93801,Entire home/apt,329,4,172,1,36,58
29016146,218680572,Manhattan,Harlem,40.80797,-73.94865,Entire home/apt,149,30,25,1,214,6
29016907,155152907,Queens,St. Albans,40.70609,-73.76185,Private room,55,2,27,2,267,8
29025649,57699301,Brooklyn,Sunset Park,40.63915,-74.01859,Entire home/apt,90,30,8,1,76,3
29025777,5563142,Brooklyn,Bedford-Stuyvesant,40.67864,-73.9497,Entire home/apt,130,30,4,1,0,0
28635863,6332730,Manhattan,Greenwich Village,40.73454,-73.99824,Entire home/apt,400,90,0,1,365,0
28838875,1228328,Brooklyn,Vinegar Hill,40.6988,-73.98518,Entire home/apt,257,30,9,1,0,0
28840281,66231678,Brooklyn,Bensonhurst,40.6073,-73.99184,Private room,68,30,1,1,0,0
28638376,22098752,Brooklyn,Bushwick,40.682,-73.90746,Entire home/apt,110,2,71,1,141,16
28843143,216917414,Manhattan,Washington Heights,40.84957,-73.94124,Private room,56,31,16,2,0,0
28849818,107434423,Manhattan,East Village,40.72209,-73.98487,Entire home/apt,493,31,0,453,67,0
28859648,217591735,Brooklyn,Williamsburg,40.70786,-73.93756,Private room,115,7,4,2,55,0
28641018,214923987,Queens,Ditmars Steinway,40.77625,-73.91227,Private room,55,6,59,1,0,8
28641288,63953718,Queens,Rego Park,40.72964,-73.8705,Private room,59,30,3,1,0,0
29031435,6564232,Manhattan,Harlem,40.8167,-73.93746,Private room,70,30,3,1,0,0
29031768,203231204,Queens,Astoria,40.76476,-73.91302,Private room,105,30,2,1,0,0
28867268,26880156,Brooklyn,Bushwick,40.7052,-73.92736,Private room,50,30,5,1,0,0
29034966,145002203,Brooklyn,Brighton Beach,40.5785,-73.96345,Entire home/apt,140,1,231,3,85,38
28644822,162974717,Brooklyn,Prospect-Lefferts Gardens,40.65663,-73.95916,Private room,85,3,29,1,146,7
28647979,26377263,Brooklyn,East Flatbush,40.65284,-73.93788,Private room,65,6,3,53,187,0
28658731,216235179,Brooklyn,Bushwick,40.70048,-73.91977,Private room,54,35,1,4,312,0
28659175,216235179,Brooklyn,Bushwick,40.70048,-73.91977,Private room,57,35,1,4,326,0
28659894,216235179,Brooklyn,Bushwick,40.70048,-73.91977,Private room,55,35,11,4,314,2
28867577,216734225,Manhattan,Harlem,40.81296,-73.94804,Entire home/apt,149,5,87,1,81,24
29036763,147269347,Queens,Long Island City,40.75431,-73.91886,Private room,58,30,2,1,298,0
28872377,32164030,Bronx,Hunts Point,40.81197,-73.88926,Private room,45,30,10,6,337,2
28888147,43825799,Manhattan,Upper East Side,40.76076,-73.9621,Entire home/apt,235,30,65,1,101,0
29037588,212697613,Manhattan,Upper West Side,40.78811,-73.96874,Entire home/apt,175,30,34,1,0,0
29119411,56648414,Manhattan,East Village,40.72774,-73.98792,Entire home/apt,93,30,14,1,0,0
28891043,19303369,Queens,Jackson Heights,40.74908,-73.89389,Entire home/apt,218,1,32,175,134,19
28891434,217793924,Brooklyn,Crown Heights,40.67364,-73.93575,Entire home/apt,156,3,146,1,134,46
29038532,182306283,Brooklyn,Williamsburg,40.71206,-73.95125,Entire home/apt,90,2,89,1,0,0
29038655,6586697,Queens,Astoria,40.76678,-73.91058,Private room,80,7,27,3,60,12
29039647,143052745,Bronx,Mott Haven,40.80983,-73.92184,Entire home/apt,216,1,59,5,355,9
29041626,27084741,Queens,Woodside,40.74589,-73.91132,Private room,90,30,3,2,179,0
29054423,79499558,Queens,Jackson Heights,40.75278,-73.88267,Private room,73,4,61,4,11,15
29054576,30895980,Brooklyn,Brighton Beach,40.57476,-73.9562,Entire home/apt,160,30,24,2,341,0
28891558,19303369,Queens,Woodside,40.74465,-73.905,Private room,55,30,6,175,0,0
28896237,96379938,Brooklyn,East Flatbush,40.6525,-73.94806,Private room,119,2,23,2,0,0
29054973,188741104,Manhattan,Harlem,40.80826,-73.9416,Entire home/apt,150,31,57,2,338,0
29124414,19864547,Brooklyn,Crown Heights,40.66509,-73.95076,Entire home/apt,125,21,17,1,101,4
29124476,20825054,Manhattan,Inwood,40.86616,-73.92336,Private room,47,2,150,1,185,39
28897533,204704622,Queens,Elmhurst,40.74068,-73.87688,Private room,42,30,3,157,1,1
28901045,2065453,Brooklyn,Crown Heights,40.67598,-73.95483,Private room,65,2,10,1,0,0
29327591,107434423,Manhattan,Chelsea,40.7383733,-73.9967525,Entire home/apt,544,31,0,453,0,0
29331191,107434423,Manhattan,Upper West Side,40.777553,-73.9834589,Entire home/apt,329,31,1,453,300,0
29331513,69545272,Manhattan,Financial District,40.70996,-74.00694,Private room,57,20,16,2,242,2
29332188,439827,Brooklyn,Greenpoint,40.72952,-73.95362,Entire home/apt,250,30,0,1,0,0
29333330,7389707,Manhattan,Washington Heights,40.84734,-73.94021,Shared room,39,30,15,2,0,0
29336346,15872365,Queens,Astoria,40.76469,-73.91728,Entire home/apt,138,4,71,1,12,29
29125444,52083976,Manhattan,Murray Hill,40.74467,-73.97461,Entire home/apt,100,30,0,1,0,0
29126674,5759665,Brooklyn,Bushwick,40.70748,-73.92192,Entire home/apt,200,3,13,1,0,3
29131447,216944902,Manhattan,East Harlem,40.79065,-73.94699,Private room,89,30,6,1,0,0
29135220,32830245,Brooklyn,Prospect Heights,40.67907,-73.97312,Entire home/apt,180,30,10,1,0,0
