id,host_id,neighborhood_group,neighborhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,total_host_listings,availability_365,reviews_in_last_yr
11461331,12981247,Brooklyn,Crown Heights,40.67698,-73.93947,Private room,63,30,1,1,0,0
11355757,59479018,Brooklyn,Bushwick,40.69857,-73.92822,Private room,58,30,5,1,0,0
11357182,6369681,Brooklyn,Williamsburg,40.71105,-73.9589,Private room,41,30,4,1,0,0
11461524,16919101,Brooklyn,Greenpoint,40.7243,-73.95563,Private room,70,30,25,1,0,0
11462440,14076492,Manhattan,Upper West Side,40.79679,-73.96795,Private room,100,30,0,2,0,0
11359148,42389158,Brooklyn,Flatbush,40.642292,-73.952827,Entire home/apt,107,2,246,2,283,35
11359913,53356372,Manhattan,Gramercy,40.73386,-73.98201,Entire home/apt,1430,10,0,1,0,0
11360523,33931962,Brooklyn,Brooklyn Heights,40.69975,-73.99432,Entire home/apt,160,30,0,1,0,0
11360854,1565924,Manhattan,East Harlem,40.79237,-73.94579,Private room,74,30,1,1,0,0
11095719,38068387,Brooklyn,Clinton Hill,40.6945,-73.96604,Entire home/apt,175,2,67,2,308,2
11096801,38120363,Brooklyn,Crown Heights,40.67337,-73.91411,Private room,77,3,165,2,70,26
11096888,2228137,Brooklyn,Windsor Terrace,40.64931,-73.97977,Private room,45,500,0,1,358,0
11098018,10199059,Brooklyn,Bushwick,40.69712,-73.93055,Private room,70,30,0,1,0,0
11100490,57648603,Manhattan,Gramercy,40.73528,-73.98902,Entire home/apt,500,30,71,1,0,0
11474011,51501835,Manhattan,Hell's Kitchen,40.76411,-73.99371,Entire home/apt,180,30,2,109,318,1
11474808,1524765,Brooklyn,Bedford-Stuyvesant,40.68709,-73.95964,Entire home/apt,100,30,4,1,0,0
11100541,48880382,Brooklyn,Carroll Gardens,40.67992,-73.99486,Entire home/apt,195,4,78,1,274,14
11102591,4110759,Brooklyn,Williamsburg,40.71561,-73.95504,Private room,60,30,0,1,0,0
11114607,13611255,Brooklyn,Bedford-Stuyvesant,40.68825,-73.93507,Entire home/apt,129,30,15,3,74,1
11362386,3077147,Brooklyn,Bedford-Stuyvesant,40.68339356608322,-73.9522454478641,Entire home/apt,150,4,0,1,41,0
11369211,21965282,Brooklyn,Bay Ridge,40.63355,-74.03091,Entire home/apt,554,2,6,4,363,0
11370207,12797993,Brooklyn,Bushwick,40.69552,-73.90976,Private room,45,30,6,1,0,0
11479334,24031106,Manhattan,Harlem,40.81073,-73.93933,Entire home/apt,76,30,2,1,0,0
11480835,7990995,Brooklyn,Bushwick,40.70171,-73.91945,Private room,35,30,0,1,0,0
11486601,4964682,Manhattan,Marble Hill,40.87698,-73.9086,Entire home/apt,136,3,104,2,288,36
11371535,55618434,Bronx,Bronxdale,40.85306,-73.86644,Private room,40,30,104,1,154,3
11371773,22577148,Brooklyn,Bedford-Stuyvesant,40.69558,-73.93466,Private room,135,4,72,4,63,18
11371974,32974295,Brooklyn,Prospect Heights,40.67814,-73.97047,Entire home/apt,70,30,0,1,0,0
11372267,51501835,Manhattan,Hell's Kitchen,40.76411,-73.99371,Entire home/apt,100,30,5,109,280,1
11372330,9777215,Manhattan,Harlem,40.814148,-73.943657,Entire home/apt,120,30,124,3,81,5
11491051,60500336,Manhattan,Murray Hill,40.74573,-73.97802,Entire home/apt,100,30,1,1,0,0
11373565,59609062,Brooklyn,Williamsburg,40.70886,-73.946,Private room,60,30,0,1,0,0
11373754,31921385,Manhattan,Chelsea,40.74557,-73.99749,Shared room,114,31,27,1,0,0
11374387,4275336,Manhattan,Upper West Side,40.77322,-73.98736,Entire home/apt,190,30,2,1,0,0
11374453,7605261,Manhattan,East Harlem,40.79583,-73.94962,Entire home/apt,220,30,5,1,0,0
11375631,58110428,Manhattan,Upper East Side,40.76884,-73.95314,Entire home/apt,150,30,10,1,0,0
11117439,57755346,Manhattan,East Harlem,40.78963,-73.94705,Entire home/apt,121,30,33,1,0,0
11491696,60502606,Manhattan,Upper West Side,40.78838,-73.97892,Entire home/apt,250,30,0,1,0,0
11120231,15193965,Brooklyn,Crown Heights,40.66841,-73.93621,Entire home/apt,85,30,1,1,0,0
11120851,46980935,Brooklyn,Downtown Brooklyn,40.69734,-73.98203,Entire home/apt,120,30,9,1,0,0
11123328,44695225,Queens,Queens Village,40.70808,-73.74692,Entire home/apt,105,3,0,1,359,0
11377233,42626435,Brooklyn,Bedford-Stuyvesant,40.68794,-73.945,Private room,31,30,12,1,0,0
11377777,16969920,Manhattan,Morningside Heights,40.81613,-73.95911,Entire home/apt,110,30,3,1,0,0
11493255,60516459,Manhattan,Upper West Side,40.77218,-73.9829,Private room,350,2,91,1,274,18
11130697,57843472,Manhattan,Hell's Kitchen,40.76198,-73.99739,Private room,550,30,0,1,0,0
11136854,21986616,Brooklyn,Gravesend,40.58583,-73.96903,Entire home/apt,85,2,71,1,177,8
11495797,60535711,Manhattan,Midtown,40.76154,-73.9745,Private room,1400,2,23,2,243,2
11138618,57885166,Brooklyn,Park Slope,40.67164,-73.98733,Private room,70,30,3,1,0,0
11565841,60687546,Brooklyn,Prospect-Lefferts Gardens,40.66169,-73.95277,Entire home/apt,88,2,131,1,150,55
11567796,48024019,Manhattan,Midtown,40.74644,-73.98389,Entire home/apt,200,30,0,1,0,0
11496607,60542135,Manhattan,Harlem,40.80389,-73.94547,Entire home/apt,175,5,127,1,296,30
11568026,5333348,Manhattan,Tribeca,40.71559,-74.00871,Entire home/apt,500,30,0,1,0,0
11568577,51501835,Manhattan,Little Italy,40.71899,-73.99773,Entire home/apt,101,30,9,109,232,2
11573269,11764237,Manhattan,Kips Bay,40.7441,-73.97469,Entire home/apt,125,30,1,1,0,0
11573292,59493714,Manhattan,East Village,40.72384,-73.98422,Private room,109,30,0,1,0,0
11573695,7041668,Brooklyn,Crown Heights,40.67075,-73.9447,Private room,60,30,0,1,0,0
11138823,57885474,Bronx,Wakefield,40.89858,-73.85896,Entire home/apt,103,3,245,5,329,19
11138910,827235,Brooklyn,Bedford-Stuyvesant,40.68397,-73.95896,Entire home/apt,109,30,3,1,0,0
11750272,25059970,Staten Island,Clifton,40.62389,-74.07568,Entire home/apt,95,5,100,1,105,0
11496968,831572,Brooklyn,Fort Greene,40.69294,-73.97432,Entire home/apt,170,30,12,1,0,0
11751327,61391963,Manhattan,Midtown,40.75562,-73.96567,Entire home/apt,99,30,17,116,250,0
11751718,61391963,Manhattan,Kips Bay,40.7421,-73.98009,Entire home/apt,175,30,7,116,271,0
11574674,61175876,Brooklyn,Bushwick,40.69528,-73.92184,Entire home/apt,129,30,123,2,318,27
11575101,61175876,Brooklyn,Bushwick,40.69343,-73.92257,Private room,91,3,160,2,208,25
11580884,59075666,Brooklyn,Williamsburg,40.70408,-73.93534,Private room,53,30,12,1,0,0
11584340,10563705,Manhattan,Washington Heights,40.85043,-73.936,Entire home/apt,110,30,0,1,0,0
11588003,4732500,Manhattan,Upper West Side,40.79705,-73.97354,Entire home/apt,115,30,1,1,0,0
11589391,17862696,Brooklyn,Gowanus,40.672489166259766,-73.99177551269531,Entire home/apt,250,30,6,2,310,1
11497938,60501531,Bronx,Spuyten Duyvil,40.88045,-73.91825,Entire home/apt,100,186,7,1,364,0
11503509,60596749,Manhattan,Morningside Heights,40.80819,-73.96706,Entire home/apt,375,30,5,1,0,0
11751916,62530335,Bronx,Mott Haven,40.81814,-73.92817,Entire home/apt,124,30,0,1,0,0
11505981,60615372,Manhattan,Upper East Side,40.78352,-73.94953,Entire home/apt,135,30,31,1,0,0
11753010,62535444,Brooklyn,Brighton Beach,40.57829,-73.95409,Entire home/apt,93,30,109,2,365,1
11753760,62542300,Brooklyn,South Slope,40.66854,-73.98624,Private room,90,3,227,1,248,30
11589713,15524268,Brooklyn,Williamsburg,40.71184,-73.95177,Private room,65,30,0,1,0,0
11589895,50760546,Manhattan,Midtown,40.74503,-73.98137,Entire home/apt,110,30,7,31,64,0
11591798,51528392,Brooklyn,Crown Heights,40.67013,-73.94789,Entire home/apt,130,30,162,2,30,2
11506248,923791,Brooklyn,South Slope,40.66531,-73.98725,Private room,125,30,7,2,0,0
11511431,23901404,Manhattan,Harlem,40.82198,-73.94788,Entire home/apt,161,2,204,1,256,58
11593365,10703999,Manhattan,Chinatown,40.71605,-74.00019,Entire home/apt,220,4,0,1,0,0
11513480,47105925,Brooklyn,Crown Heights,40.67012,-73.94327,Private room,38,30,2,1,0,0
11514023,50462669,Manhattan,Upper West Side,40.7939,-73.97404,Private room,60,30,2,1,0,0
11514862,54772069,Brooklyn,Crown Heights,40.67634,-73.94133,Private room,75,30,0,1,0,0
11522815,60753668,Brooklyn,Williamsburg,40.71885,-73.94171,Entire home/apt,130,30,41,1,0,0
11593727,3413015,Brooklyn,Crown Heights,40.67197,-73.94006,Entire home/apt,110,7,55,1,164,7
11602050,61391963,Manhattan,Upper East Side,40.78445,-73.95737,Entire home/apt,117,30,17,116,159,1
11602485,39123185,Manhattan,Hell's Kitchen,40.76714,-73.99229,Private room,100,30,0,1,0,0
11753792,15423103,Brooklyn,Clinton Hill,40.69323,-73.96853,Entire home/apt,250,30,3,1,81,0
11758313,51501835,Manhattan,Little Italy,40.71899,-73.99773,Entire home/apt,95,30,13,109,139,5
11771598,36830075,Manhattan,Harlem,40.82884,-73.94868,Private room,50,30,0,2,0,0
11524437,21937063,Manhattan,East Harlem,40.79677,-73.93484,Private room,48,60,19,2,220,1
11603201,7982432,Queens,Long Island City,40.76261,-73.94106,Private room,65,30,1,1,0,0
11526590,576387,Manhattan,Nolita,40.72238,-73.99504,Entire home/apt,200,30,5,1,0,0
11604307,14933972,Brooklyn,Bedford-Stuyvesant,40.67885,-73.9352,Private room,80,2,88,1,0,1
11609108,61391963,Manhattan,Little Italy,40.71902,-73.99572,Entire home/apt,165,30,23,116,0,4
11772032,62668424,Queens,Sunnyside,40.74472,-73.91655,Entire home/apt,169,30,39,3,365,0
11526684,21960625,Queens,Flushing,40.75387,-73.82243,Entire home/apt,100,30,1,1,0,0
11774133,5280006,Queens,Long Island City,40.74276,-73.96011,Private room,110,31,5,1,149,1
11609114,50556696,Manhattan,Kips Bay,40.74296,-73.97771,Entire home/apt,200,30,0,1,0,0
11611289,5623376,Manhattan,Harlem,40.80131,-73.94887,Private room,50,3,0,1,0,0
11611809,1143620,Manhattan,Murray Hill,40.74852,-73.97687,Entire home/apt,229,30,1,1,0,0
11618338,4829797,Brooklyn,Williamsburg,40.706,-73.94706,Private room,63,30,1,1,0,0
11526771,15152746,Manhattan,East Village,40.73237,-73.98589,Private room,139,30,0,1,0,0
11619832,51446803,Manhattan,Harlem,40.83126,-73.9431,Shared room,110,3,97,1,317,14
11620062,61391963,Manhattan,Kips Bay,40.74176,-73.97819,Entire home/apt,150,30,20,116,282,5
11620821,58234433,Queens,Sunnyside,40.73652,-73.91992,Private room,62,1,87,6,355,26
11775127,15265556,Manhattan,East Village,40.72426,-73.98696,Entire home/apt,100,30,3,1,0,0
11528951,1141610,Brooklyn,Crown Heights,40.67377,-73.92823,Entire home/apt,186,7,1,2,169,1
11775179,49950511,Brooklyn,Flatbush,40.6437,-73.95189,Entire home/apt,149,30,20,2,143,2
11775483,116382,Brooklyn,Crown Heights,40.67086,-73.9417,Private room,48,50,176,8,310,0
11782585,46778061,Manhattan,Upper West Side,40.77855,-73.97803,Entire home/apt,120,30,69,1,0,2
11622052,59089906,Brooklyn,East New York,40.67219,-73.87819,Entire home/apt,120,30,3,4,324,2
11624421,20114391,Brooklyn,Fort Greene,40.68694,-73.97032,Private room,61,10,8,2,49,3
11531130,740029,Brooklyn,Williamsburg,40.71165,-73.96328,Entire home/apt,100,30,1,1,0,0
11531154,27906470,Manhattan,Chelsea,40.74161,-74.00162,Private room,70,30,0,1,0,0
11639297,61699814,Bronx,Kingsbridge,40.87777,-73.90013,Private room,39,7,11,2,114,2
11639940,2375701,Brooklyn,Greenpoint,40.73101,-73.95617,Private room,69,30,0,1,0,0
11641258,61719199,Manhattan,Flatiron District,40.74026,-73.98704,Entire home/apt,189,30,4,1,0,0
11786930,672573,Brooklyn,Cobble Hill,40.68621,-73.99815,Entire home/apt,479,30,1,1,0,0
11531322,60817772,Brooklyn,Sunset Park,40.65928,-73.99277,Entire home/apt,193,30,1,1,0,0
11649232,2483628,Brooklyn,Williamsburg,40.71457,-73.96417,Entire home/apt,221,4,92,1,10,21
11532518,24319977,Manhattan,East Village,40.73023,-73.98655,Entire home/apt,200,30,0,1,0,0
11542467,52203920,Manhattan,Washington Heights,40.83488,-73.93855,Entire home/apt,216,3,163,1,187,25
11544438,35664937,Manhattan,Lower East Side,40.71724,-73.98877,Private room,65,30,14,1,0,0
11544648,60915621,Manhattan,Chinatown,40.71418,-73.99243,Shared room,60,1,119,2,0,0
11790047,62787599,Brooklyn,Prospect-Lefferts Gardens,40.6596,-73.94829,Entire home/apt,98,4,32,2,293,7
11790578,17616658,Brooklyn,Williamsburg,40.71256,-73.9466,Entire home/apt,245,3,6,1,40,6
11545797,8167445,Brooklyn,Bedford-Stuyvesant,40.68699,-73.94322,Private room,55,30,10,1,0,0
11546336,36176203,Manhattan,Washington Heights,40.85523,-73.93685,Entire home/apt,130,30,8,1,9,1
11546462,44357881,Manhattan,Midtown,40.74512,-73.98176,Private room,75,30,0,1,0,0
11790749,46798824,Brooklyn,Brighton Beach,40.57844,-73.95822,Entire home/apt,199,30,0,1,0,0
11791673,62787599,Brooklyn,Prospect-Lefferts Gardens,40.65974,-73.94792,Entire home/apt,114,4,41,2,329,9
11793542,26271616,Manhattan,Morningside Heights,40.8032,-73.96259,Private room,101,30,0,2,0,0
11650863,61800014,Manhattan,Lower East Side,40.72115,-73.98345,Entire home/apt,225,1,280,1,42,50
11546806,13125944,Manhattan,Hell's Kitchen,40.7653,-73.98825,Private room,59,30,1,2,0,0
11547077,8200984,Brooklyn,Park Slope,40.67902,-73.9775,Entire home/apt,200,30,4,1,0,0
11549676,27751504,Brooklyn,Kensington,40.64014,-73.9751,Private room,35,30,2,1,0,0
11651929,3927655,Manhattan,Washington Heights,40.83441,-73.93706,Entire home/apt,75,30,1,1,0,0
11652872,61391963,Manhattan,Midtown,40.75599,-73.96743,Entire home/apt,175,30,21,116,282,4
11549838,697442,Brooklyn,East Flatbush,40.64834,-73.94745,Entire home/apt,88,3,260,3,86,0
11552749,51501835,Manhattan,Hell's Kitchen,40.76411,-73.99371,Entire home/apt,170,30,6,109,285,1
11553360,42619297,Brooklyn,Fort Greene,40.69255,-73.97252,Entire home/apt,1160,2,136,2,327,26
11553426,39226206,Manhattan,East Harlem,40.79514,-73.94751,Entire home/apt,225,30,4,1,0,0
11798782,26865924,Brooklyn,Crown Heights,40.67266,-73.93349,Private room,65,30,1,1,0,0
11554255,60126047,Queens,Jamaica,40.67667,-73.79829,Private room,40,30,11,1,0,0
11653077,50597835,Manhattan,Midtown,40.75024,-73.98528,Private room,295,2,22,1,35,22
11564960,61088024,Manhattan,Upper East Side,40.77697,-73.95372,Entire home/apt,75,30,0,1,0,0
11655500,61842904,Brooklyn,Crown Heights,40.6779,-73.96256,Entire home/apt,93,8,39,4,27,5
11802086,62852828,Manhattan,Harlem,40.82443,-73.95265,Entire home/apt,400,30,2,2,0,0
11803487,26377263,Brooklyn,Fort Greene,40.69037,-73.97732,Private room,54,6,0,53,181,0
11804245,26377263,Brooklyn,Park Slope,40.66854,-73.9773,Private room,52,6,0,53,181,0
11812986,1162642,Manhattan,Nolita,40.72295,-73.99481,Private room,250,30,2,2,0,0
11939910,9427555,Manhattan,East Harlem,40.78825,-73.9487,Private room,60,30,6,1,0,0
11940117,27488921,Manhattan,Harlem,40.80361,-73.95425,Entire home/apt,148,30,60,1,321,3
11814079,411437,Manhattan,Harlem,40.8113,-73.94341,Entire home/apt,120,30,9,1,0,0
11814184,8697041,Brooklyn,Williamsburg,40.71167,-73.94874,Private room,70,30,0,2,0,0
11816864,62939516,Queens,Long Island City,40.76079,-73.93215,Private room,65,30,5,1,0,0
11817955,4629474,Brooklyn,Sunset Park,40.66372,-73.99147,Entire home/apt,150,30,0,1,0,0
11826892,50556869,Brooklyn,Bedford-Stuyvesant,40.68732,-73.91872,Private room,70,30,2,1,0,0
11656367,61851697,Brooklyn,Bedford-Stuyvesant,40.69237,-73.94334,Entire home/apt,171,30,0,1,212,0
11943700,19586959,Manhattan,Hell's Kitchen,40.75519,-73.99331,Entire home/apt,140,30,0,1,0,0
11827037,63002307,Brooklyn,Prospect-Lefferts Gardens,40.65755,-73.95571,Private room,65,30,0,1,0,0
11827175,3716130,Manhattan,Harlem,40.82215,-73.94608,Entire home/apt,100,30,7,1,0,0
11827451,63006814,Brooklyn,Crown Heights,40.66424,-73.94807,Entire home/apt,142,30,99,1,152,4
11944668,37188098,Queens,Astoria,40.76074,-73.9221,Private room,92,30,13,2,0,0
11944718,13509844,Manhattan,East Harlem,40.79672,-73.94938,Private room,69,30,7,1,0,0
11656396,6392776,Brooklyn,Williamsburg,40.71891,-73.94339,Entire home/apt,170,30,243,1,325,2
11658950,21382844,Manhattan,Gramercy,40.7345,-73.98126,Private room,49,30,5,2,0,0
11947067,63790712,Manhattan,Harlem,40.80699,-73.95451,Private room,50,39,16,1,0,0
11658974,6923756,Manhattan,Upper East Side,40.77482634408609,-73.9583935401077,Entire home/apt,247,3,0,1,6,0
11829419,62915940,Brooklyn,Borough Park,40.63101,-74.00458,Private room,29,30,9,1,0,0
11833497,9946550,Brooklyn,South Slope,40.66441,-73.98818,Entire home/apt,100,30,1,1,0,0
11948586,63800453,Brooklyn,Flatbush,40.63815,-73.95702,Private room,85,30,6,1,0,0
11837681,44071830,Manhattan,East Harlem,40.7874,-73.94279,Private room,60,30,0,1,0,0
11837962,61391963,Manhattan,Midtown,40.75562,-73.96947,Entire home/apt,133,30,9,116,125,0
11840057,51447330,Manhattan,Lower East Side,40.72049,-73.98821,Private room,99,30,0,1,0,0
11840404,61391963,Manhattan,Kips Bay,40.74045,-73.98,Entire home/apt,159,30,13,116,161,0
11841988,37809789,Manhattan,Upper West Side,40.77764,-73.98214,Entire home/apt,200,30,0,1,0,0
11842300,29936265,Manhattan,Financial District,40.70519,-74.01512,Entire home/apt,116,30,2,1,0,0
11842735,2384086,Brooklyn,Bedford-Stuyvesant,40.68952,-73.95389,Private room,40,30,0,1,0,0
11844776,3864301,Queens,Sunnyside,40.74339,-73.91494,Entire home/apt,121,30,7,3,363,1
11845193,13318184,Brooklyn,Williamsburg,40.70357,-73.94085,Private room,100,30,0,4,0,0
11847204,9532490,Manhattan,East Village,40.73191,-73.98963,Entire home/apt,115,30,4,3,0,0
11659296,49572092,Brooklyn,Williamsburg,40.71983,-73.94079,Entire home/apt,105,180,10,1,0,0
11667455,61938683,Manhattan,Upper West Side,40.78629,-73.98062,Entire home/apt,350,30,0,1,0,0
11672539,52794726,Brooklyn,Downtown Brooklyn,40.69789,-73.98259,Private room,50,30,0,1,0,0
11673018,53477287,Manhattan,Washington Heights,40.83156,-73.94124,Private room,26,30,0,2,0,0
11674309,61391963,Manhattan,Kips Bay,40.74218,-73.97835,Entire home/apt,165,30,14,116,343,2
11950107,32306916,Brooklyn,Crown Heights,40.6744,-73.94972,Private room,55,30,4,1,0,0
11959165,13209857,Manhattan,East Harlem,40.78878,-73.94606,Entire home/apt,125,30,11,1,0,0
11850380,5245797,Brooklyn,Kensington,40.64118,-73.96984,Entire home/apt,70,31,5,1,0,0
11961053,3752933,Brooklyn,Columbia St,40.68,-74.01205,Private room,103,2,128,2,50,15
11850900,63157598,Brooklyn,Williamsburg,40.70964,-73.94086,Entire home/apt,249,30,5,1,35,0
11675279,61999615,Brooklyn,East Flatbush,40.6358,-73.94024,Entire home/apt,325,4,66,1,155,17
11675341,62001039,Queens,Forest Hills,40.72239,-73.84124,Entire home/apt,120,30,4,1,0,0
11967410,51501835,Manhattan,Little Italy,40.71899,-73.99773,Entire home/apt,125,30,7,109,289,2
11967737,63928471,Manhattan,Harlem,40.83315,-73.94806,Private room,40,30,7,1,0,0
11677489,8756821,Manhattan,Chinatown,40.71536,-73.99074,Entire home/apt,100,3,23,1,0,0
11678327,9073820,Brooklyn,Bedford-Stuyvesant,40.69167,-73.9583,Private room,38,30,0,1,0,0
11684682,116382,Brooklyn,Crown Heights,40.67072,-73.9404,Private room,55,30,162,8,253,3
11851288,42308954,Queens,Sunnyside,40.73996,-73.92058,Entire home/apt,75,3,6,1,0,0
11858737,40068602,Manhattan,East Village,40.72111,-73.98079,Private room,69,30,1,1,0,0
11863225,51501835,Manhattan,Little Italy,40.71899,-73.99773,Entire home/apt,100,30,11,109,250,3
11863602,22806807,Manhattan,Tribeca,40.71611,-74.00887,Entire home/apt,5000,30,1,1,0,0
11864530,45859087,Manhattan,Harlem,40.82357,-73.95337,Private room,43,20,22,2,0,0
11866156,988788,Manhattan,Hell's Kitchen,40.76228,-73.99001,Private room,80,1,1,1,0,0
11866751,30283594,Manhattan,Hell's Kitchen,40.76153,-73.99878,Entire home/apt,469,30,5,95,358,2
11968680,61391963,Manhattan,Upper East Side,40.78364,-73.95709,Entire home/apt,117,30,15,116,159,3
11968958,63935825,Queens,Ditmars Steinway,40.77867,-73.91413,Entire home/apt,78,30,4,1,0,0
11971174,4411040,Brooklyn,Bushwick,40.69669,-73.92785,Private room,45,30,3,1,0,0
11867485,11894522,Manhattan,Theater District,40.75984345447424,-73.98311384444283,Entire home/apt,350,30,0,1,99,0
11685868,3792156,Brooklyn,Bedford-Stuyvesant,40.68754,-73.95202,Entire home/apt,120,30,6,1,0,0
11689818,22808020,Brooklyn,Bushwick,40.69473,-73.91882,Entire home/apt,70,7,1,1,0,0
11690477,4845585,Manhattan,Hell's Kitchen,40.75882,-73.99496,Private room,100,30,0,1,0,0
11971580,5388411,Manhattan,Harlem,40.82728,-73.94557,Entire home/apt,85,30,0,1,0,0
11691699,12010675,Brooklyn,Sunset Park,40.65101,-74.00534,Entire home/apt,80,30,4,1,0,0
11867573,6544323,Manhattan,East Harlem,40.78967,-73.94741,Entire home/apt,110,30,0,1,0,0
11973701,15789646,Queens,Sunnyside,40.74405,-73.91594,Entire home/apt,169,30,14,3,260,2
11980791,10461612,Manhattan,Hell's Kitchen,40.76262,-73.98598,Entire home/apt,160,90,20,1,0,0
11982174,46889591,Manhattan,Upper East Side,40.76272,-73.96269,Private room,69,30,4,1,0,0
11868110,63269523,Manhattan,East Village,40.72804,-73.98281,Entire home/apt,140,30,1,1,0,0
11869400,47351539,Brooklyn,East Flatbush,40.65306,-73.94022,Entire home/apt,85,30,265,3,0,2
11871903,50032395,Manhattan,Upper West Side,40.80243,-73.96719,Private room,75,30,1,2,0,0
11693193,62130666,Brooklyn,Williamsburg,40.70976,-73.94767,Entire home/apt,330,3,174,2,302,38
11697308,61391963,Manhattan,Upper East Side,40.78037,-73.95084,Entire home/apt,142,30,9,116,341,0
11697629,51501835,Manhattan,Little Italy,40.71899,-73.99773,Entire home/apt,125,30,6,109,323,0
11984115,25810,Brooklyn,Bedford-Stuyvesant,40.68347,-73.95045,Entire home/apt,75,30,7,1,0,0
11984148,35076223,Manhattan,East Village,40.72614,-73.99059,Entire home/apt,198,2,1,1,38,1
11988251,28121352,Queens,Elmhurst,40.74518,-73.87616,Private room,40,30,27,1,0,0
11871932,63294576,Manhattan,Upper West Side,40.77446,-73.98096,Entire home/apt,195,30,3,1,0,0
11989954,35253342,Brooklyn,Bay Ridge,40.62374,-74.02876,Entire home/apt,90,30,29,1,226,2
11872337,3803638,Brooklyn,Clinton Hill,40.6902,-73.96098,Entire home/apt,109,30,65,1,169,7
11873498,45859087,Manhattan,Harlem,40.8234,-73.95293,Private room,35,30,29,2,0,0
11885997,17782625,Brooklyn,Vinegar Hill,40.70359,-73.9839,Entire home/apt,245,30,3,2,0,0
11698097,33854837,Manhattan,East Village,40.73162,-73.98889,Private room,164,7,8,1,101,0
11700121,1640615,Brooklyn,Bedford-Stuyvesant,40.68353,-73.93478,Entire home/apt,100,30,1,1,0,0
11701404,62192916,Manhattan,Upper West Side,40.77611,-73.98987,Entire home/apt,220,2,32,1,0,3
11713899,39149459,Manhattan,East Village,40.72531,-73.98941,Entire home/apt,110,30,1,1,0,0
11714137,1486872,Brooklyn,Gowanus,40.67005,-73.99253,Entire home/apt,350,7,16,2,0,7
11715256,61391963,Manhattan,Kips Bay,40.74202,-73.9789,Entire home/apt,199,30,16,116,313,2
11715651,61391963,Manhattan,Kips Bay,40.74227,-73.97859,Entire home/apt,199,30,15,116,355,3
11716127,24715671,Manhattan,Midtown,40.74334,-73.98401,Entire home/apt,199,30,4,6,365,0
11716947,62298504,Brooklyn,Greenpoint,40.72593,-73.95145,Private room,45,30,2,1,0,0
11718547,18562674,Manhattan,Harlem,40.82641,-73.94564,Private room,98,30,107,2,179,0
11990841,13318184,Brooklyn,Williamsburg,40.70409,-73.94042,Private room,50,30,0,4,0,0
11993790,116382,Brooklyn,Crown Heights,40.66923,-73.94038,Private room,50,30,129,8,250,0
12000617,64170751,Brooklyn,Crown Heights,40.66955,-73.95166,Private room,49,30,5,1,0,0
12001322,30283594,Manhattan,Midtown,40.765633,-73.982376,Entire home/apt,449,30,0,95,250,0
12001638,30283594,Manhattan,Midtown,40.765633,-73.982376,Entire home/apt,449,30,0,95,250,0
12001854,30283594,Manhattan,Midtown,40.765633,-73.982376,Entire home/apt,449,30,1,95,250,0
12003146,22099204,Manhattan,Upper West Side,40.80229,-73.96719,Entire home/apt,80,30,2,1,0,0
11720001,62320186,Manhattan,Harlem,40.81459,-73.94661,Entire home/apt,190,3,72,1,274,14
11890279,63407204,Manhattan,Flatiron District,40.74142,-73.99132,Entire home/apt,650,30,48,1,0,0
11890882,60617592,Queens,Astoria,40.76487,-73.91377,Private room,50,30,1,1,0,0
12004174,21661360,Manhattan,Gramercy,40.73781,-73.98459,Entire home/apt,240,30,0,1,0,0
12004175,13340829,Brooklyn,Crown Heights,40.67356,-73.96159,Private room,40,30,1,1,0,0
12004547,44596503,Manhattan,Upper West Side,40.7858,-73.97286,Entire home/apt,200,30,166,1,219,1
11901356,30733725,Brooklyn,Williamsburg,40.71428,-73.9598,Entire home/apt,303,2,1,1,0,0
11903201,63158102,Brooklyn,Williamsburg,40.71212,-73.96641,Private room,107,7,13,1,0,7
11721727,62335395,Manhattan,Washington Heights,40.85029,-73.93645,Shared room,360,30,0,1,0,0
11724255,61740974,Manhattan,Murray Hill,40.74839,-73.97931,Private room,100,2,84,1,0,3
12004744,18978289,Manhattan,Civic Center,40.71301,-73.99996,Entire home/apt,165,30,3,1,0,0
11724873,62359474,Manhattan,Hell's Kitchen,40.76088,-73.99498,Entire home/apt,100,30,126,1,0,0
11728836,10620222,Queens,Astoria,40.76778,-73.92043,Entire home/apt,95,30,1,1,0,0
11732848,292522,Brooklyn,Fort Greene,40.68899,-73.97269,Entire home/apt,624,5,17,2,0,2
11732961,5362257,Manhattan,Harlem,40.82634,-73.94308,Entire home/apt,65,30,87,1,0,0
11737916,2350014,Brooklyn,Crown Heights,40.67174,-73.95167,Private room,55,30,0,1,0,0
11905096,63506844,Brooklyn,Flatbush,40.63395,-73.96514,Entire home/apt,119,3,204,1,272,28
11905212,24294060,Queens,Elmhurst,40.73557,-73.88302,Private room,60,30,2,3,98,0
11909622,35362734,Brooklyn,Bedford-Stuyvesant,40.67958,-73.92509,Private room,55,30,0,1,0,0
12005318,5707158,Manhattan,Kips Bay,40.74385,-73.97761,Private room,76,30,2,2,0,0
12006770,14731964,Manhattan,Gramercy,40.73293,-73.98574,Private room,125,30,71,1,134,2
11910257,50661711,Manhattan,Washington Heights,40.83288,-73.94306,Private room,70,30,0,1,0,0
11738951,61303786,Manhattan,Financial District,40.70657,-74.00614,Private room,60,30,1,1,0,0
